Synthetic File,Best Match,DTW Distance
processed_709127415_3451473320_43944_53679_TCP.csv,47.108.47.78_116.246.215.93_443_42404_6_time_series.csv,95932.6914092606
processed_1053713845_3468658896_45924_22274_TCP.csv,141.183.211.149_202.29.98.180_443_46617_6_time_series.csv,67253.23513634414
processed_1789145487_3391035832_28426_57079_UDP.csv,126.55.174.210_192.29.95.215_25_26514_17_time_series.csv,93593.89040283937
processed_2507832375_3238378185_443_51696_TCP.csv,135.214.201.40_202.29.112.197_80_49894_6_time_series.csv,73888.35814998615
processed_4012823839_3393145306_57592_57349_TCP.csv,135.214.201.40_202.29.112.197_80_49894_6_time_series.csv,101011.04450498591
processed_811121937_3483165425_39955_16546_TCP.csv,244.199.180.7_202.25.250.197_80_52137_6_time_series.csv,53645.26279032911
processed_2237565459_3350744309_42974_35987_UDP.csv,135.214.201.40_202.29.112.197_80_49894_6_time_series.csv,173186.96969663698
processed_3225919965_2408889804_3744_51378_TCP.csv,16.228.206.47_64.5.155.150_80_55862_6_time_series.csv,593180.5951849988
processed_1818584285_2473240680_33926_51787_TCP.csv,101.81.106.96_244.29.215.21_8080_63783_6_time_series.csv,81473.76667928374
processed_2237565009_3617606837_56496_52524_UDP.csv,141.183.211.149_202.29.98.180_443_46617_6_time_series.csv,70790.10994741051
processed_2082813129_2270145421_33299_10137_TCP.csv,103.236.115.210_205.180.71.130_443_51992_6_time_series.csv,210061.15692271004
processed_1360154437_3349792382_59182_18053_UDP.csv,16.228.206.47_64.5.155.150_80_55862_6_time_series.csv,290800.56740512815
processed_3651641618_3390902905_27004_34434_TCP.csv,244.199.180.7_202.25.250.197_80_52137_6_time_series.csv,82728.69432396184
processed_2507570390_3444677338_443_35946_TCP.csv,47.108.47.78_116.246.215.93_443_42404_6_time_series.csv,68640.65334781745
processed_609474085_3255343849_443_27720_TCP.csv,44.222.129.149_251.215.113.218_443_27446_6_time_series.csv,278854.663334208
processed_743691949_3221789673_443_50897_TCP.csv,75.222.131.152_64.5.155.148_80_36020_6_time_series.csv,138661.56516653762
processed_3741785781_3978971494_49707_12448_TCP.csv,101.81.106.96_244.29.215.21_8080_63783_6_time_series.csv,61252.103515544644
processed_2513338124_3266675766_3802_13892_TCP.csv,126.55.174.210_192.29.95.215_25_26514_17_time_series.csv,88135.49822223674
processed_1000632772_3390900731_10657_9321_UDP.csv,47.108.47.78_116.246.215.93_443_42404_6_time_series.csv,64574.87624980965
processed_744052033_3978971494_443_60184_TCP.csv,99.141.80.151_116.246.215.232_45474_1485_17_time_series.csv,130062.75354663185
processed_590887381_4253874555_48927_1662_TCP.csv,135.214.201.40_215.7.140.237_443_26636_6_time_series.csv,72846.77487086918
processed_744254835_3455660664_443_26577_TCP.csv,126.55.174.210_192.29.95.215_25_26514_17_time_series.csv,67749.15794250919
processed_786312624_3304016118_58394_38350_TCP.csv,226.25.145.70_244.3.4.165_25461_58747_6_time_series.csv,53578.944399896674
processed_3934097560_3454631529_37621_39564_UDP.csv,245.212.150.145_198.192.127.236_80_42172_6_time_series.csv,42686.93749993525
processed_2323938204_3462368643_27390_20150_UDP.csv,101.81.106.96_244.29.215.21_8080_63783_6_time_series.csv,62816.48413182226
processed_897072177_3474359165_443_44629_TCP.csv,44.222.129.149_251.215.113.218_443_27446_6_time_series.csv,118190.52529977282
processed_2246927109_846876149_30526_50963_TCP.csv,97.132.70.209_64.5.155.190_80_46782_6_time_series.csv,51847.44606729834
processed_2074645787_2317317034_8002_28906_TCP.csv,16.228.206.47_64.5.155.150_80_55862_6_time_series.csv,197111.71750003996
processed_4012512543_3978971610_2351_36864_TCP.csv,148.137.194.57_64.5.155.190_443_59766_6_time_series.csv,86073.84604781296
processed_3328082085_3390573589_16978_23370_TCP.csv,44.62.143.219_192.135.131.115_3389_29540_17_time_series.csv,80790.80278022091
processed_4209068131_1962334038_43845_49284_TCP.csv,140.200.69.215_64.5.155.64_80_56252_6_time_series.csv,168632.46443170015
processed_4361255_3222112937_8421_16028_TCP.csv,44.222.129.149_251.215.113.218_443_27446_6_time_series.csv,424129.80041004927
processed_2220787889_3348655829_49732_63059_TCP.csv,148.137.194.57_64.5.155.190_443_59766_6_time_series.csv,64284.66664203414
processed_359157109_3455985817_443_3654_TCP.csv,135.214.201.40_215.7.140.237_443_26636_6_time_series.csv,73550.69275762436
processed_828919230_3451267323_55819_13630_TCP.csv,16.179.14.117_64.5.155.148_80_49034_6_time_series.csv,174010.89583882937
processed_1660044683_3391023291_8002_61767_UDP.csv,135.214.201.40_215.7.140.237_443_26636_6_time_series.csv,73149.2605086328
