Synthetic File,Best Match,DTW Distance
processed_1875799469_168205005_33111_34642_TCP.csv,10.6.154.205_211.95.52.123_57217_443_6_time_series.csv,50.82254913424214
processed_168205005_3721138395_46891_443_UDP.csv,10.6.154.205_101.34.194.192_45692_443_6_time_series.csv,183.84603769485653
processed_1742630180_2315688653_443_47652_TCP.csv,10.6.154.205_47.101.60.202_33897_5333_6_time_series.csv,24728.51568962891
processed_168205005_3721138395_47896_443_UDP.csv,221.204.16.219_10.6.154.205_443_35354_17_time_series.csv,401.17172341303393
processed_168205005_1334214381_52298_35673_TCP.csv,10.6.154.205_101.34.194.192_45692_443_6_time_series.csv,69.51970617677702
processed_2144226733_168205005_443_57340_TCP.csv,10.6.154.205_17.248.216.128_36881_443_6_time_series.csv,153.88301756583618
processed_3721138395_168205005_53_443_UDP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,38336.11092178379
processed_168205005_1875799469_52892_443_TCP.csv,17.248.216.128_10.6.154.205_443_36881_6_time_series.csv,163.8635133897398
processed_168205005_3721138395_47677_34382_UDP.csv,221.204.16.219_10.6.154.205_443_37740_17_time_series.csv,297.4941503007222
processed_773222309_2724831568_34111_34304_UDP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,163865.9181853851
processed_3721138395_168205005_37736_47649_UDP.csv,221.204.16.219_10.6.154.205_443_37740_17_time_series.csv,541.5784115984252
processed_168229581_3890807130_35587_52298_UDP.csv,10.6.154.205_162.105.129.88_60838_53_17_time_series.csv,7766.062718736736
processed_4123791451_168205005_46095_45625_UDP.csv,10.6.154.205_17.111.103.20_40978_443_6_time_series.csv,265.4285700198276
processed_168204997_2142743585_54143_37740_TCP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,193408.1982730997
processed_1875799469_168205005_443_38776_TCP.csv,10.6.154.205_123.117.132.41_35847_80_6_time_series.csv,121.11494765322328
processed_3721138395_168205005_43287_33282_UDP.csv,10.6.154.205_43.142.215.96_46631_443_6_time_series.csv,90.70220466864014
processed_3721138395_168205005_53_41271_UDP.csv,10.6.154.205_112.90.40.124_47669_443_6_time_series.csv,168.78724450901154
processed_2724823384_168205005_53_56749_UDP.csv,10.6.154.205_162.105.129.88_60838_53_17_time_series.csv,321.6928919875294
processed_3721138395_168205005_36643_44075_UDP.csv,221.204.16.219_10.6.154.205_443_37740_17_time_series.csv,540.1816417084764
processed_2724823384_168205005_53_57370_UDP.csv,10.6.154.205_224.0.0.251_5353_5353_17_time_series.csv,1079.2169006909562
processed_3721138395_168205005_443_40000_TCP.csv,116.171.221.242_10.6.154.205_443_57379_6_time_series.csv,129.7173570679514
processed_168204997_4289955120_38003_443_TCP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,228646.9633510288
processed_1875799469_168205005_33889_39727_TCP.csv,10.6.154.205_162.105.129.88_51560_53_17_time_series.csv,76.47369779111618
processed_3721138395_168205005_443_57351_TCP.csv,112.192.18.32_10.6.154.205_443_42092_6_time_series.csv,255.9600743714096
processed_168205005_3721138395_35381_443_UDP.csv,221.204.16.219_10.6.154.205_443_35354_17_time_series.csv,402.53146837029215
processed_1875799469_168205005_46095_44301_TCP.csv,43.142.215.98_10.6.154.205_443_35381_6_time_series.csv,201.6460296183106
processed_1951299378_168205005_34111_33116_UDP.csv,221.204.16.219_10.6.154.205_443_37740_17_time_series.csv,540.6038107054861
processed_2724823384_168205005_53_35882_UDP.csv,10.6.154.205_224.0.0.251_5353_5353_17_time_series.csv,490.3390206373541
processed_168205005_3721138395_52298_443_UDP.csv,221.204.16.219_10.6.154.205_443_37740_17_time_series.csv,345.9078584293687
processed_3722841091_168205005_443_41475_TCP.csv,119.188.131.28_10.6.154.205_443_39181_6_time_series.csv,254.56369450460042
processed_3721138395_168205005_443_43069_UDP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,278.67142746710243
processed_169015973_2751063344_41831_41049_TCP.csv,162.105.129.88_10.6.154.205_53_51536_17_time_series.csv,175817.52773533322
processed_773255077_2724823384_45881_34304_UDP.csv,10.6.154.205_47.101.60.202_33897_5333_6_time_series.csv,35897.226958056315
processed_1334222477_168205005_38960_52792_TCP.csv,10.6.154.205_162.105.129.88_51560_53_17_time_series.csv,160.8353370378193
processed_168205005_3721138395_43571_443_UDP.csv,10.6.154.205_47.103.79.3_41316_443_6_time_series.csv,171.25766912192077
processed_1871114221_1258716909_52298_63148_TCP.csv,17.248.216.128_10.6.154.205_443_36881_6_time_series.csv,170.49215070367464
processed_168205005_1871609837_52298_48695_TCP.csv,10.6.154.205_101.34.194.192_45692_443_6_time_series.csv,177.9945556196381
processed_1875799469_168205005_33889_45646_TCP.csv,10.6.154.205_60.220.179.171_35589_443_6_time_series.csv,122.32625891714336
processed_1871118317_168205005_40500_33381_TCP.csv,10.6.154.205_211.95.52.123_57217_443_6_time_series.csv,70.34437057311976
processed_3721138395_168205005_443_38188_UDP.csv,10.6.154.205_113.5.170.192_39727_443_6_time_series.csv,199.83304369071084
processed_1875799469_168205005_443_57304_TCP.csv,119.188.131.28_10.6.154.205_443_39181_6_time_series.csv,94.52647813103151
processed_2110680493_168205005_443_46702_TCP.csv,10.6.154.205_101.34.194.192_45692_443_6_time_series.csv,61.85493330904192
processed_1805053861_722898661_40024_40001_TCP.csv,10.6.154.205_47.101.60.202_33897_5333_6_time_series.csv,50609.89226119228
processed_168205005_3721138395_37649_443_TCP.csv,10.6.154.205_119.188.131.28_39181_443_6_time_series.csv,234.91598291808705
processed_1875731945_168205005_443_38783_TCP.csv,119.188.131.28_10.6.154.205_443_39181_6_time_series.csv,95.98278709196633
